	NC	TA	AP1	AR	ARNT1	B-catenin	Brachyury	cMyc	CRE	E2F1	ER	ETS1	FOXA	FOXOA3	GATA1	GATA2	GATA3	GATA6	GLI	GR	HIF1	HNF1A	HOXa1	HSTF	IRF	ISRE	KLF4	LHX8	MEF1	Mnx1	Myb1	Nanog	NeuroD	NFAT	NFkB	Nobox	Notch	p53	P53/73	PAX1	PEA3	POUF1	PR	PTTG	RAR	RXR	SMAD	SMAD3/4	Sox	SP1	SRE	SRF	STAT1	STAT3	STAT4	STAT5	WT1	YY1	repeats	time	treatment	Cell_Type	experiment
232	3.605401216	0.961456334	0.413647852	2.670598147	3.937657961	0.074978939	0.129738837	1.046335299	0.721145746	1.351305813	1.131423757	0.51642797	0.588037068	0.090143218	0.239258635	1.664700927	2.549283909	0.420387532	0.427969671	1.99831508	0.332771693	0.877843302	3.00589722	3.096882898	2.817186184	1.327716933	1.144903117	2.99241786	2.796967144	2.539174389	1.405223252	1.50463353	0.49620893	0.49620893	0.208930076	0.654591407	0.447346251	0.218197136	0.672283067	0.464195451	0.625105307	0.925863521	1.50884583	2.112889638	1.545071609	2.571187869	2.434709351	0.344566133	3.577085088	0.358887953	0.326874473	0.615838248	1.50126369	1.368997473	0.228306655	5.026116259	0.624262848	2.889637742	1	1	1	1	2
233	0	0.996260009	0.216512216	2.650379107	3.637742207	0.092670598	0.083403538	1.063184499	0.860151643	1.097725358	1.51137321	0.407750632	0.662173547	0.117944398	0.213984836	1.444818871	2.163437237	0.358887953	0.652064027	1.410278012	0.208087616	0.802021904	2.47851727	2.906486942	2.556023589	1.243470935	1.057287279	3.103622578	2.178601516	2.176916596	1.455770851	1.783487784	0.429654591	0.430497051	0.168491997	0.607413648	0.424599832	0.181971356	0.607413648	0.48441449	0.626790227	1.249368155	1.572030329	1.98483572	1.50631845	2.49199663	1.929233361	0.406065712	1.721988206	0.48357203	0.379106992	0.438921651	1.336983993	1.625105307	0.149115417	5.203875316	0.557708509	2.045492839	2	1	1	1	2
234	3.570164669	0.992744394	0.426284751	2.52232519	3.700926706	0.110362258	0.073294019	0.791069924	0.839932603	1.974726201	1.037068239	0.820556024	0.621735468	0.117101938	0.185341196	1.710193766	2.043807919	0.189553496	0.222409436	1.50716091	0.259477675	0.700926706	2.51895535	2.857624263	2.737994945	1.187026116	0.98904802	2.909856782	2.313395114	1.971356361	1.50463353	1.532434709	0.331086773	0.336983993	0.251053075	0.839090143	0.557708509	0.209772536	0.600673968	0.630160067	0.705139006	1.00336984	1.850042123	1.779275484	1.732097725	2.47851727	1.828138163	0.281381634	1.202190396	0.388374052	0.413647852	0.429654591	1.406908172	2.102780118	0.324347094	4.142375737	0.626790227	1.797809604	3	1	1	1	2
211	0	1.007255606	0.293251534	3.877300613	3.774233129	0.06196319	0.074233129	1.255214724	0.965644172	3.424539877	1.203680982	1.09202454	0.543558282	0.087730061	0.262576687	1.354601227	2.158282209	0.16809816	0.934969325	3.239263804	0.23190184	1.1	2.590184049	2.931288344	3.510429448	1.274846626	1.688343558	3.607361963	2.344785276	4.011042945	1.623312883	3.387730061	0.499386503	0.451533742	0.195092025	0.801226994	1.501840491	0.197546012	0.581595092	0.369325153	0.601226994	0.836809816	1.425766871	2.207361963	0.953374233	2.350920245	2.32392638	0.371779141	1.516564417	0.509202454	0.301840491	0.695705521	1.466257669	1.846625767	0.349693252	2.307361963	1.065030675	2.049079755	1	1	2	2	2
212	0	0.976744146	0.462576687	3.987730061	2.797546012	0.053374233	0.073006135	1.424539877	0.888343558	2.78404908	1.34601227	1.063803681	0.560736196	0.085276074	0.249079755	1.435582822	2.348466258	0.251533742	0.725766871	2.173006135	0.247852761	0.939877301	3.128834356	3.180368098	3.375460123	1.120245399	1.704294479	3.803680982	2.595092025	3.757055215	1.614723926	3.63006135	0.30797546	0.315337423	0.159509202	0.520245399	1.56809816	0.105521472	0.658895706	0.53006135	0.695705521	0.915337423	1.376687117	2.439263804	1.289570552	2.134969325	2.433128834	0.392638037	1.56196319	0.414723926	0.333742331	0.61595092	1.277300613	2.241717791	0.230674847	4.866257669	1.078527607	2.142331288	2	1	2	2	2
213	0	1.000431052	0.504294479	3.411042945	2.974233129	0.047239264	0.101226994	2.413496933	0.865030675	4.980368098	1.244171779	1.737423313	0.517791411	0.103067485	0.230674847	1.537423313	3.312883436	0.300613497	0.766871166	1.597546012	0.186503067	1.027607362	3.277300613	2.693251534	3.195092025	1.25398773	1.819631902	3.514110429	2.420858896	3.931288344	1.696932515	3.039263804	0.241717791	0.240490798	0.197546012	0.818404908	1.8	0.18404908	0.203680982	0.61595092	0.602453988	0.96809816	1.420858896	2.483435583	1.186503067	2.374233129	2.334969325	0.516564417	1.782822086	0.487116564	0.333742331	0.618404908	1.472392638	3.316564417	0.208588957	3.083435583	1.219631902	1.97791411	3	1	2	2	2
274	3.912685886	0.962084538	0.312796209	2.503949447	3.469194313	0.178515008	0.172195893	1.012638231	0.647709321	1.105845182	1.060031596	0.663507109	0.551342812	0.142180095	0.287519747	1.630331754	2.274881517	0.372827804	0.398104265	1.854660348	0.309636651	0.815165877	2.977883096	2.873617694	2.616113744	1.232227488	0.933649289	2.777251185	2.595576619	2.357030016	1.595576619	1.410742496	0.533965245	0.380726698	0.18957346	0.240126382	0.295418641	0.20221169	0.624012638	0.579778831	0.761453397	1.116903633	1.399684044	2.069510269	1.259083728	2.545023697	2.28436019	0.319115324	4.058451817	0.336492891	0.29699842	0.571879937	1.393364929	1.312796209	0.214849921	4.665086888	0.52764613	2.830963665	1	2	1	1	2
275	0	0.986215747	0.399684044	2.265402844	3.145339652	0.140600316	0.173775671	0.966824645	0.82464455	0.909952607	1.246445498	0.532385466	0.631911532	0.110584518	0.194312796	1.563981043	2.40600316	0.200631912	0.494470774	0.939968404	0.157977883	0.60821485	2.156398104	2.208530806	1.941548183	0.944707741	0.981042654	2.357030016	1.655608215	1.451816746	0.982622433	1.325434439	0.733017378	0.322274882	0.12164297	0.222748815	0.407582938	0.12164297	0.461295419	0.499210111	0.606635071	1.232227488	1.194312796	1.590837283	1.118483412	2.050552923	1.187993681	0.27014218	1.598736177	0.358609795	0.271721959	0.292259084	1.015797788	1.289099526	0.110584518	3.952606635	0.390205371	1.639810427	2	2	1	1	2
276	0	0.938891482	0.308056872	2.36492891	2.832543444	0.139020537	0.12164297	0.742496051	0.791469194	0.944707741	0.976303318	1.069510269	0.582938389	0.126382306	0.240126382	1.379146919	1.751974724	0.187993681	0.178515008	1.477093207	0.208530806	0.560821485	2.178515008	2.290679305	2.195892575	0.951026856	0.793048973	2.331753555	1.854660348	1.93206951	1.606635071	1.22906793	0.434439179	0.331753555	0.184834123	0.301737757	0.402843602	0.205371248	0.481832543	0.671406003	0.734597156	1.045813586	1.483412322	1.744075829	1.388625592	2.145339652	1.27014218	0.276461295	1.285939968	0.31121643	0.304897314	0.420221169	1.127962085	1.723538705	0.259083728	3.320695103	0.451816746	1.761453397	3	2	1	1	2
253	0	0.984454571	0.267878788	3.83030303	2.410909091	0.121212121	0.094545455	1.406060606	0.853333333	2.549090909	1.189090909	1.078787879	0.536969697	0.105454545	0.447272727	1.215757576	1.881212121	0.174545455	0.924848485	3.168484848	0.226666667	0.944242424	2.775757576	2.476363636	2.964848485	1.076363636	1.425454545	3.047272727	2.293333333	3.443636364	1.940606061	3.681212121	0.511515152	0.332121212	0.192727273	0.336969697	1.361212121	0.192727273	0.568484848	0.380606061	0.705454545	0.848484848	1.204848485	2.278787879	1.073939394	1.985454545	2.095757576	0.318787879	1.813333333	0.553939394	0.298181818	0.68	1.433939394	1.585454545	0.341818182	1.949090909	0.88	2.115151515	1	2	2	2	2
254	3.605401216	0.961456334	0.330909091	3.939393939	2.818181818	0.233939394	0.122424242	1.236363636	0.978181818	3.395151515	1.212121212	1.050909091	0.511515152	0.081212121	0.227878788	1.467878788	2.203636364	0.130909091	0.568484848	1.739393939	0.198787879	0.92	2.746666667	2.545454545	2.700606061	0.896969697	1.379393939	3.043636364	2.077575758	3.673939394	1.149090909	3.872727273	0.624242424	0.404848485	0.124848485	0.219393939	1.455757576	0.084848485	0.527272727	0.623030303	0.667878788	0.878787879	1.101818182	1.951515152	1.043636364	1.707878788	1.860606061	0.384242424	1.111515152	0.442424242	0.260606061	0.493333333	1.021818182	2.192727273	0.184242424	3.893333333	0.833939394	1.713939394	2	2	2	2	2
255	0	0.996260009	0.475151515	3.36969697	2.746666667	0.136969697	0.172121212	2.384242424	0.854545455	2.976969697	1.381818182	1.380606061	0.458181818	0.126060606	0.213333333	1.629090909	2.67030303	0.243636364	0.648484848	1.349090909	0.157575758	0.867878788	3.010909091	2.635151515	3.124848485	1.226666667	1.740606061	3.437575758	2.368484848	3.321212121	1.496969697	2.425454545	0.607272727	0.40969697	0.167272727	0.35030303	1.414545455	0.155151515	0.172121212	0.624242424	0.610909091	1.135757576	1.389090909	2.429090909	1.134545455	2.322424242	2.105454545	0.436363636	1.573333333	0.389090909	0.282424242	0.522424242	1.243636364	2.801212121	0.175757576	3.015757576	1.126060606	1.934545455	3	2	2	2	2
316	3.570164669	0.992744394	0.273542601	2.132286996	3.997757848	0.122197309	0.110986547	0.834080717	0.683856502	0.448430493	1.210762332	0.512331839	0.469730942	0.073991031	0.171524664	1.461883408	2.442825112	0.302690583	0.30044843	1.40470852	0.233183857	0.616591928	2.448430493	2.174887892	2.091928251	1.103139013	0.915919283	2.103139013	2.189461883	1.784753363	1.110986547	1.057174888	0.534753363	0.39573991	0.146860987	0.173766816	0.26793722	0.189461883	0.649103139	0.391255605	0.479820628	0.711883408	1.1132287	1.57735426	1.085201794	1.930493274	1.753363229	0.242152466	2.82735426	0.252242152	0.229820628	0.535874439	1.450672646	0.961883408	0.146860987	3.221973094	0.295964126	2.156950673	1	3	1	1	2
317	0	1.007255606	0.299327354	2.77690583	3.587443946	0.100896861	0.158071749	0.852017937	0.596412556	0.622197309	0.903587444	0.549327354	0.529147982	0.098654709	0.188340807	1.384529148	1.554932735	0.344170404	0.420403587	0.855381166	0.125560538	0.486547085	1.951793722	1.763452915	1.662556054	0.819506726	0.753363229	1.883408072	1.445067265	1.205156951	1.02690583	1.089686099	0.725336323	0.561659193	0.108744395	0.135650224	0.348654709	0.118834081	0.598654709	0.352017937	0.445067265	0.875560538	1.097533632	1.128923767	0.91367713	1.624439462	1.25896861	0.225336323	1.215246637	0.294843049	0.244394619	0.285874439	1.31838565	0.986547085	0.088565022	3.039237668	0.228699552	1.16367713	2	3	1	1	2
318	0	0.976744146	0.242152466	2.013452915	3.877802691	0.147982063	0.082959641	1.143497758	0.650224215	0.364349776	0.829596413	0.843049327	0.496636771	0.134529148	0.133408072	1.228699552	1.794843049	0.1367713	0.119955157	0.866591928	0.149103139	0.402466368	1.784753363	1.642376682	1.798206278	0.793721973	0.680493274	1.67264574	1.556053812	1.020179372	0.853139013	0.929372197	0.433856502	0.328475336	0.135650224	0.225336323	0.303811659	0.116591928	0.51793722	0.434977578	0.44955157	0.665919283	1.316143498	1.022421525	0.995515695	1.536995516	1.142376682	0.14573991	0.682735426	0.235426009	0.22309417	0.237668161	1.213004484	1.208520179	0.17264574	2.291479821	0.243273543	1.033632287	3	3	1	1	2
295	0	1.000431052	0.226783969	3.706744868	3.575757576	0.083088954	0.101661779	1.202346041	0.919843597	2.735092864	1.153470186	1.04398827	0.520039101	0.096774194	0.225806452	1.424242424	1.857282502	0.112414467	0.835777126	2.724340176	0.267839687	0.9257087	2.57086999	2.43597263	2.611925709	1.072336266	1.455522972	2.638318671	1.810361681	2.692082111	1.62170088	2.921798631	0.497556207	0.434017595	0.173998045	0.284457478	1.171065494	0.170087977	0.672531769	0.373411535	0.606060606	0.833822092	0.981427175	1.613880743	0.655913978	1.71945259	1.45943304	0.249266862	1.515151515	0.438905181	0.269794721	0.600195503	1.69599218	1.553274682	0.294232649	1.916911046	0.402737048	1.498533724	1	3	2	2	2
296	3.912685886	0.962084538	0.338220919	3.353861193	3.150537634	0.086021505	0.119257087	1.358748778	0.850439883	3.389051808	1.290322581	1.016617791	0.535679374	0.083088954	0.261974585	1.346041056	1.795698925	0.288367546	0.469208211	1.495601173	0.213098729	0.687194526	2.544477028	2.518084066	3.035190616	1.137829912	1.541544477	3	2.476050831	3.161290323	1.556207234	2.842619746	0.610948192	0.532746823	0.102639296	0.128054741	1.173998045	0.0742913	0.566959922	0.465298143	0.574780059	0.869012708	1.158357771	2.180840665	1.085043988	1.684261975	1.868035191	0.330400782	1.505376344	0.324535679	0.215053763	0.434995112	1.098729228	1.639296188	0.158357771	3.852394917	0.499511241	1.914956012	2	3	2	2	2
297	0	0.986215747	0.430107527	3.260997067	2.965786901	0.098729228	0.151515152	2.151515152	0.782991202	2.268817204	1.19257087	1.519061584	0.494623656	0.05083089	0.198435973	1.322580645	3.483870968	0.315738025	0.557184751	1.161290323	0.135874878	0.699902248	2.772238514	1.956989247	2.517106549	1.203323558	1.693059629	2.553274682	1.954056696	2.607038123	1.233626588	2.208211144	0.420332356	0.362658847	0.143695015	0.140762463	0.966764418	0.136852395	0.221896383	0.50342131	0.525904203	0.84457478	1.032258065	1.894428152	0.862170088	1.725317693	1.590420332	0.342130987	1.295210166	0.353861193	0.242424242	0.460410557	1.605083089	2.259042033	0.151515152	2.240469208	0.487781036	1.509286413	3	3	2	2	2
358	0	0.938891482	0.312443233	2.015440509	4.769300636	0.118982743	0.140781108	0.802906449	0.544959128	0.545867393	1.16893733	0.555858311	0.443233424	0.129881926	0.129881926	0.82924614	1.039055404	0.171662125	0.248864668	0.950045413	0.158038147	0.417801998	1.951861944	1.799273388	1.63760218	0.752043597	0.661217075	1.738419619	1.706630336	1.475930972	1.061762035	0.936421435	0.504995459	0.549500454	0.157129882	0.118982743	0.285195277	0.103542234	0.337874659	0.321525886	0.530426885	0.78564941	0.876475931	1.052679382	0.769300636	1.675749319	1.475022707	0.199818347	0.566757493	0.223433243	0.110808356	0.292461399	0.754768392	0.970935513	0.090826521	2.643051771	0.237057221	0.613079019	1	4	1	1	2
359	0	0.984454571	0.163487738	1.603088102	4.128065395	0.090826521	0.111716621	0.8955495	0.633969119	0.434150772	1.008174387	0.424159855	0.499545867	0.08719346	0.08719346	0.588555858	1.077202543	0.146230699	0.266121708	0.70208901	0.120799273	0.399636694	1.801089918	1.184377838	1.215258856	0.857402361	0.665758401	1.264305177	1.152588556	0.887375114	0.761126249	0.884650318	0.561307902	0.48955495	0.121707539	0.105358765	0.243415077	0.090826521	0.387829246	0.40599455	0.429609446	0.855585831	0.747502271	1.078110808	0.818346957	1.10626703	0.943687557	0.165304269	0.900999092	0.239782016	0.154405086	0.218891916	0.854677566	0.898274296	0.072661217	2.544959128	0.158946412	1.111716621	2	4	1	1	2
360	3.605401216	0.961456334	0.321525886	2.331516803	4.985467757	0.070844687	0.049046322	0.687556767	0.649409628	0.673024523	0.790190736	0.856494096	0.46866485	0.075386013	0.075386013	0.85195277	0.832879201	0.102633969	0.128065395	0.864668483	0.129881926	0.40236149	1.718437784	1.63941871	1.374205268	0.686648501	0.586739328	1.668483197	1.252497729	1.130790191	0.939146231	0.768392371	0.438692098	0.585831063	0.069028156	0.167120799	0.267938238	0.119891008	0.326975477	0.461398728	0.515894641	0.734786558	0.928247048	0.892824705	0.869209809	1.51226158	0.95640327	0.161671208	0.750227066	0.211625795	0.237057221	0.246139873	0.76657584	1.100817439	0.068119891	2.168029064	0.179836512	0.901907357	3	4	1	1	2
337	0	0.996260009	0.362685266	3.857018309	3.488230166	0.086399303	0.091543156	1.412380122	0.95902354	2.685265911	1.107236269	1.086312119	0.540714908	0.051438535	0.141063644	0.727637315	1.417000872	0.090322581	0.716652136	2.481255449	0.220575414	0.755013078	2.223190933	2.244986922	2.47863993	1.150828248	1.196163906	2.762859634	1.644289451	2.514385353	1.278988666	2.241499564	0.379250218	0.35396687	0.149084568	0.164777681	1.070619006	0.151700087	0.553618134	0.39581517	0.552746295	0.808195292	1.138622493	1.690496949	0.62598082	1.877942459	1.560592851	0.243243243	1.194420227	0.355710549	0.231037489	0.532693984	1.39581517	1.414123801	0.089799477	1.590235397	0.349607672	1.569311247	1	4	2	2	2
338	3.570164669	0.992744394	0.329555362	3.224062772	3.700087184	0.088055798	0.076721883	1.246730602	0.707061901	4.795989538	1.464690497	1.058413252	0.515257193	0.088927637	0.134263296	1.120313862	1.261551874	0.164777681	0.389712293	1.361813426	0.219703575	0.659110724	2.763731473	1.993025283	2.609415867	0.789886661	1.307759372	2.383609416	2.162162162	2.877942459	1.537053182	2.780296425	0.673931997	0.618134263	0.085440279	0.153443766	1.265911072	0.066259808	0.58413252	0.451612903	0.698343505	0.722755013	0.887532694	1.528334786	0.923278117	1.376634699	1.996512642	0.309503051	1.487358326	0.331299041	0.179598954	0.386224935	1.131647777	1.364428945	0.10462075	2.744551003	0.289450741	1.342632956	2	4	2	2	2
339	0	1.007255606	0.322580645	3.400174368	2.893635571	0.1255449	0.088055798	2.400174368	0.85440279	2.321708806	1.238012206	1.586748038	0.557977332	0.095902354	0.151700087	0.825632084	1.779424586	0.161290323	0.579773322	1.056669573	0.137750654	0.787271142	2.691368788	1.781168265	2.200523104	1.004359198	1.29119442	2.325196164	1.775937228	2.600697472	1.619877942	1.904969486	0.439407149	0.400174368	0.149084568	0.29119442	0.678291194	0.122057541	0.149956408	0.659982563	0.557977332	0.806451613	0.97994769	1.642545772	0.784655623	1.638186574	1.654751526	0.356582389	1.313862249	0.318221447	0.251961639	0.408892764	1.085440279	2.538796861	0.137750654	1.836094159	0.357454228	1.308631212	3	4	2	2	2
400	0	0.976744146	0.386229508	2.49442623	6.100983607	0.067540984	0.099672131	0.97704918	0.575737705	1.331803279	1.055737705	0.433442623	0.497704918	0.051803279	0.13442623	0.933114754	1.07147541	0.255737705	0.352131148	1.232131148	0.238688525	0.540983607	2.508852459	1.909508197	1.575081967	0.706885246	0.660327869	1.194754098	1.464262295	1.059016393	1.097704918	0.81442623	0.475409836	0.558032787	0.171803279	0.142295082	0.278032787	0.14557377	0.483278689	0.434098361	0.539672131	0.86557377	0.843278689	1.124590164	0.891147541	1.158032787	1.274754098	0.171147541	2.793442623	0.194098361	0.268196721	0.411147541	1.08	0.914098361	0.140983607	3.356721311	0.199344262	1.538360656	1	5	1	1	2
401	0	1.000431052	0.202622951	2.110819672	4.976393443	0.068852459	0.072786885	0.642622951	0.714754098	2.190819672	1.411803279	0.342295082	0.509508197	0.057704918	0.08	0.607213115	0.707540984	0.150819672	0.274098361	0.71147541	0.057704918	0.404590164	1.988852459	1.466229508	1.310819672	0.627540984	0.426885246	1.565245902	1.483934426	1.097704918	0.881311475	1.154098361	0.452459016	0.525901639	0.070819672	0.158032787	0.220983607	0.099672131	0.16852459	0.371147541	0.472131148	0.955409836	0.806557377	1.001311475	0.607868852	1.322622951	1.313442623	0.19147541	1.041967213	0.312786885	0.159344262	0.239344262	0.370491803	0.887868852	0.08	2.843278689	0.163934426	1.03147541	2	5	1	1	2
402	3.912685886	0.962084538	0.189508197	1.967868852	5.646557377	0.051147541	0.07147541	0.73442623	0.662295082	3.403278689	0.976393443	0.69442623	0.37442623	0.067540984	0.078032787	0.718688525	0.859016393	0.08	0.108196721	0.802622951	0.110819672	0.373114754	1.818360656	1.521311475	1.575081967	0.731147541	0.497704918	2.122622951	1.212459016	1.215737705	1.437377049	0.944918033	0.72	0.841967213	0.122622951	0.115409836	0.26295082	0.121311475	0.255737705	0.508852459	0.455081967	0.810491803	1.064262295	1.09704918	0.872131148	1.939672131	0.958032787	0.161967213	1.148852459	0.239344262	0.201967213	0.247868852	0.599344262	1.213114754	0.149508197	2.388852459	0.219016393	1.108196721	3	5	1	1	2
379	0	0.986215747	0.236959762	3.87431694	3.201689021	0.06557377	0.071535022	0.998509687	0.675608544	5.481371088	1.169398907	0.982613015	0.456085445	0.06010929	0.114803775	0.59230005	1.258320914	0.089816195	0.561351217	1.345255837	0.162940884	0.609041232	2.36164928	1.623447591	2.495280676	0.705911575	0.966219573	1.998012916	1.298559364	1.666169896	1.333830104	1.876304024	0.673621461	0.524093393	0.117237953	0.143566816	0.795330353	0.081967213	0.407848982	0.28663686	0.605563835	0.648782911	1.013412817	1.324391456	0.492796821	1.302036761	1.287133631	0.154495777	1.245901639	0.282165922	0.181321411	0.289120715	1.028812717	1.022851465	0.251862891	1.278191754	0.275211128	1.229508197	1	5	2	2	2
380	0	0.938891482	0.248882265	3.041728763	3.479384004	0.05514158	0.09041232	1.197218082	0.750124193	3.636860407	1.307004471	1.033780427	0.597615499	0.066070541	0.096870343	0.836065574	0.912568306	0.109786388	0.542970691	1.393442623	0.135121709	0.552409339	2.302533532	1.668653751	1.770988574	0.58817685	0.894187779	1.862394436	1.769995032	1.971187283	1.384003974	2.253849975	0.512170889	0.409836066	0.119225037	0.164431197	0.936910084	0.067560854	0.359165425	0.436164928	0.561847988	0.672627919	0.722305017	1.386487829	0.620466965	1.045702931	1.659711873	0.164927968	1.338797814	0.257327372	0.249875807	0.394932936	0.695976155	1.317933433	0.133134625	2.553402881	0.254843517	1.217585693	2	5	2	2	2
381	0	0.984454571	0.324391456	3.314456036	3.615002484	0.059115748	0.05017387	1.803278689	0.745156483	3.294088425	1.043219076	1.278688525	0.505216095	0.05017387	0.134624938	0.672131148	1.448584203	0.160457029	0.402384501	0.865871833	0.100844511	0.538996523	2.598609041	1.727272727	1.981122702	0.804272231	1.167411823	2.253353204	1.345255837	2.521112767	1.668653751	2.014406359	0.501241927	0.417784401	0.103825137	0.151018381	0.93989071	0.099850969	0.110283159	0.452558371	0.540983607	0.86934923	0.880774963	1.725285643	0.672131148	1.52260308	1.297565822	0.242921013	1.677098857	0.322901143	0.175360159	0.335320417	0.798310979	1.740188773	0.133631396	1.977645306	0.352210631	1.374068554	3	5	2	2	2
